#namaste,score=2.16828383214492
#fireflynov11,score=2.16828383214492
#rejoice,score=2.16828383214492
spoil,score=0.131401904883879
brb,score=0.131401904883879
le,score=0.131401904883879
empty,score=0.129762560254446
babe,score=0.129553475522096
purple,score=0.129116189603023
roll,score=0.128847625078782
three,score=0.128379509397237
pains,score=0.128063003618364
remain,score=0.128063003618364
brilliant,score=0.127457126592862
became,score=0.127063503285281
jumping,score=0.127063503285281
time,score=0.125975205037263
ears,score=0.125697382854237
colorado,score=0.125209934635958
counted,score=0.125209934635958
gal,score=0.125209934635958
certainly,score=0.125209934635958
equal,score=0.125209934635958
required,score=0.125209934635958
#support,score=0.125209934635958
diamonds,score=0.125209934635958
with,score=0.124433858108942
awe,score=0.124181656910392
pt,score=0.123527848452973
#soexcited,score=0.122743842140764
everyday,score=0.122036423866303
sight,score=0.121994497781983
urban,score=0.120590988779663
switching,score=0.120590988779663
toward,score=0.120590988779663
jason,score=0.120590988779663
indoor,score=0.120590988779663
baked,score=0.120590988779663
window,score=0.11980451606905
golden,score=0.118695253614764
program,score=0.118442760241373
snowed,score=0.117013167431779
japanese,score=0.117013167431779
expectations,score=0.115993279531033
tons,score=0.115993279531033
days,score=0.115878737361167
30,score=0.115629606428733
#me,score=0.115229045638278
doctors,score=0.114817776868343
hour,score=0.114326612478564
confirmed,score=0.114160098449373
hrs,score=0.114160098449373
camp,score=0.112939842044143
chem,score=0.112775056676711
perhaps,score=0.112558817082399
assignments,score=0.111831808689781
con,score=0.111831808689781
#cantwait,score=0.111148047979381
join,score=0.110503787246262
49ers,score=0.109895699662915
12th,score=0.109895699662915
natural,score=0.109895699662915
$100,score=0.109895699662915
grows,score=0.109895699662915
branch,score=0.109895699662915
freeze,score=0.109895699662915
imagination,score=0.109895699662915
#bipolar,score=0.109895699662915
curling,score=0.109895699662915
torn,score=0.109895699662915
awww,score=0.109895699662915
afterwards,score=0.109895699662915
buddy,score=0.107963331911861
discovery,score=0.106860795967761
louisville,score=0.106860795967761
wales,score=0.106860795967761
produce,score=0.106860795967761
freezing,score=0.105649408781464
dreaming,score=0.104590647433222
arrives,score=0.104590647433222
sessions,score=0.104590647433222
starts,score=0.104450188131074
16,score=0.103657376250223
#ahhh,score=0.102828532439823
sheep,score=0.102828532439823
minor,score=0.102828532439823
necklace,score=0.102828532439823
leads,score=0.102828532439823
indiana,score=0.102828532439823
photography,score=0.102828532439823
11,score=0.102591846048185
yup,score=0.10232564080237
glitter,score=0.101421072671943
events,score=0.100270986288705
characters,score=0.099771360997273
got,score=0.0991347611520889
#so,score=0.0985042013768195
green,score=0.098214430293946
burning,score=0.0981446831273963
advent,score=0.0972105401355993
00,score=0.0972105401355993
skype,score=0.0966854679261086
massive,score=0.0966854679261086
pulled,score=0.0964468898503021
fall,score=0.0962772689526008
quiz,score=0.0954429744964348
created,score=0.0940642344462344
birth,score=0.0936615769010317
potter,score=0.0933165708600039
passion,score=0.092756189786219
career,score=0.0926373614336344
hotel,score=0.0922263884493232
listen,score=0.0916711466655605
month,score=0.0915196682357991
break,score=0.0900039556489613
cola,score=0.0888422904650827
owner,score=0.0888422904650827
including,score=0.0888422904650827
and/or,score=0.0888422904650827
humble,score=0.0888422904650827
titanic,score=0.0888422904650827
#bestfriend,score=0.0888422904650827
yrs,score=0.0888422904650827
amounts,score=0.0888422904650827
scored,score=0.0888422904650827
guessed,score=0.0888422904650827
accounting,score=0.0888422904650827
#honesty,score=0.0888422904650827
revealed,score=0.0888422904650827
judged,score=0.0888422904650827
cells,score=0.0888422904650827
cupcakes,score=0.0888422904650827
costumes,score=0.0888422904650827
ways,score=0.0888422904650827
stubborn,score=0.0888422904650827
refreshing,score=0.0888422904650827
#countdown,score=0.0888422904650827
elections,score=0.0888422904650827
crew,score=0.0888422904650827
neighborhood,score=0.0888422904650827
chipotle,score=0.0888422904650827
2nite,score=0.0888422904650827
task,score=0.0888422904650827
kings,score=0.0888422904650827
tonite,score=0.0888422904650827
dairy,score=0.0888422904650827
severe,score=0.0888422904650827
effect,score=0.0888422904650827
presents,score=0.0875544602806541
thanks,score=0.0871488099587496
cheese,score=0.0868281910933816
chest,score=0.0858705200759252
extra,score=0.0851725615761204
midterm,score=0.0838547489540437
tonight,score=0.0825388026864903
countdown,score=0.0822848899189237
along,score=0.0821082582837387
200,score=0.0810601500230278
soup,score=0.0802585467736912
weight,score=0.0799533430478366
slowly,score=0.0795109630361984
facial,score=0.079272839448932
toes,score=0.079272839448932
tests,score=0.0787581713984566
michael,score=0.078479503429536
cheers,score=0.0775427352111494
atmosphere,score=0.0775427352111494
allergic,score=0.0775427352111494
dishes,score=0.0775427352111494
gotta,score=0.0773791181837058
paid,score=0.076818097498281
johnny,score=0.0764197704665255
kindle,score=0.0764197704665255
a&amp,score=0.0764197704665255
father,score=0.0764197704665255
staying,score=0.0759054994343633
community,score=0.0757702088977299
brand,score=0.0755383248387198
abs,score=0.075048968332747
pub,score=0.07424349104393
weeks,score=0.0738044131005423
ah,score=0.0733381039291174
limits,score=0.0733381039291174
flower,score=0.0733381039291174
hangover,score=0.0726694312194816
city,score=0.0726194549581955
27,score=0.0723129885138721
writing,score=0.0717478571057827
rally,score=0.0711427133656817
stretch,score=0.0711427133656817
cutest,score=0.0711427133656817
clients,score=0.0711427133656817
joint,score=0.0711427133656817
savings,score=0.0711427133656817
vet,score=0.0711427133656817
aunt,score=0.0704931517968863
mi,score=0.0697940954943882
perfection,score=0.0697940954943882
choices,score=0.0697940954943882
bitter,score=0.0697940954943882
pages,score=0.0692976943921124
king,score=0.0690396631689031
chocolate,score=0.068574930065205
pissy,score=0.0682230032623469
popped,score=0.0682230032623469
ranked,score=0.0682230032623469
anna,score=0.0682230032623469
lemonade,score=0.0682230032623469
buzzing,score=0.0682230032623469
cowboy,score=0.0682230032623469
kettle,score=0.0682230032623469
21,score=0.0677253670241599
michigan,score=0.067023243070443
moment,score=0.0669425933563026
folks,score=0.0663694346130242
silver,score=0.0663694346130242
daily,score=0.0654689392797739
tear,score=0.0650882044569755
rolled,score=0.0641496778747112
treatment,score=0.0641496778747112
greek,score=0.0641496778747112
hero,score=0.0641496778747112
nursing,score=0.0641496778747112
presentation,score=0.0630158909051843
progress,score=0.0628668040618221
ed,score=0.0618657027668806
scene,score=0.0618657027668806
changes,score=0.0617729684968646
sittin,score=0.0614433162769683
coaching,score=0.0614433162769683
toys,score=0.0614433162769683
helps,score=0.0608292542374087
adorable,score=0.0604043551445493
dissertation,score=0.0604043551445493
drinking,score=0.059222042403371
defiantly,score=0.058070631798329
noo,score=0.058070631798329
pride,score=0.058070631798329
phase,score=0.058070631798329
gna,score=0.058070631798329
sixth,score=0.058070631798329
m&amp,score=0.058070631798329
cream,score=0.058070631798329
alone,score=0.0577926609834746
outside,score=0.0574647547728272
hitting,score=0.0558557914687762
sticking,score=0.0553195984264391
wood,score=0.0553195984264391
#emotional,score=0.0553195984264391
solid,score=0.0553195984264391
working,score=0.0540440682085462
pillows,score=0.0537509706538127
among,score=0.0537509706538127
elementary,score=0.0537509706538127
streaming,score=0.0537509706538127
ribs,score=0.0537509706538127
throughout,score=0.0527372858229665
sore,score=0.0525761124806882
adding,score=0.0520283173423664
super,score=0.0518144669655313
background,score=0.0516632872233287
hospital,score=0.0499268742154092
ms,score=0.0494498887544221
lately,score=0.0493114517084476
cookie,score=0.0480202959448277
outline,score=0.0480202959448277
nandos,score=0.0480202959448277
calc,score=0.0480202959448277
touched,score=0.0480202959448277
engineering,score=0.0480202959448277
scheduled,score=0.0480202959448277
bk,score=0.0480202959448277
review,score=0.0480202959448277
notebook,score=0.0480202959448277
switched,score=0.0480202959448277
meals,score=0.0480202959448277
intelligent,score=0.0480202959448277
butter,score=0.0480202959448277
kisses,score=0.0480202959448277
thin,score=0.0480202959448277
boss,score=0.0461615593502023
pain,score=0.0458604678913977
inspiration,score=0.045670118599874
toast,score=0.045670118599874
filling,score=0.0451672269624212
field,score=0.0449480969078574
understood,score=0.0443905278942489
feeding,score=0.0430327544337885
experienced,score=0.0430327544337885
somethings,score=0.0430327544337885
#not,score=0.0415894056145372
sushi,score=0.0400521262956507
skirt,score=0.0400521262956507
stunning,score=0.0400521262956507
makes,score=0.0398002053974801
promise,score=0.0394088326099091
several,score=0.0386525459412274
truth,score=0.0384660831400159
figured,score=0.0366565372945124
jeep,score=0.0366565372945124
combo,score=0.0366565372945124
forecast,score=0.0366565372945124
ahhhhh,score=0.0366565372945124
ma,score=0.036364353216466
bestfriend,score=0.0359198890107402
set,score=0.0358094385568607
charlie,score=0.0355977759462704
bt,score=0.0355977759462704
active,score=0.034775069194807
sooooo,score=0.034775069194807
teenage,score=0.034775069194807
voices,score=0.034775069194807
cali,score=0.034775069194807
albums,score=0.034775069194807
july,score=0.0335796117900332
future,score=0.0332724393102719
worry,score=0.0329618320706262
projects,score=0.0327528238140391
ridiculously,score=0.0327528238140391
our,score=0.0320024798712103
surprises,score=0.0313184463268961
university,score=0.0311631788784047
co,score=0.0307784895103214
everybody,score=0.0307062638774129
turkey,score=0.0305733823411069
chicken,score=0.0299492708129258
reality,score=0.0294700169651137
graphic,score=0.028217668648648
gatsby,score=0.028217668648648
deff,score=0.028217668648648
pancakes,score=0.028217668648648
allll,score=0.028217668648648
cardiff,score=0.028217668648648
counts,score=0.028217668648648
#again,score=0.028217668648648
outs,score=0.028217668648648
space,score=0.028217668648648
pc,score=0.028217668648648
prefer,score=0.028217668648648
bunny,score=0.028217668648648
twist,score=0.028217668648648
forth,score=0.028217668648648
smelly,score=0.028217668648648
math,score=0.028217668648648
lamp,score=0.028217668648648
began,score=0.028217668648648
mixed,score=0.0258674913036943
lesson,score=0.0257696870100078
top,score=0.0257550464718213
essays,score=0.025663388843551
control,score=0.0253523371753615
after,score=0.0244996163406976
south,score=0.0241220997839108
twin,score=0.0237029882941213
confidence,score=0.0237029882941213
#haha,score=0.0228843226732853
sober,score=0.0223525491962498
pouring,score=0.0217029876274542
homeless,score=0.0217029876274542
painful,score=0.0217029876274542
sleepy,score=0.0204051289118542
marriage,score=0.0198494189781313
purchased,score=0.0198494189781313
towie,score=0.0198494189781313
richard,score=0.0198494189781313
grind,score=0.0198494189781313
rocky,score=0.0198494189781313
dive,score=0.0198494189781313
42,score=0.0198494189781313
facetime,score=0.0198494189781313
boom,score=0.0198494189781313
jumps,score=0.0198494189781313
together,score=0.0192976948262047
yesterday,score=0.0192361101579255
cousins,score=0.0189726105045969
flies,score=0.0184614937032831
trade,score=0.0178905544927983
little,score=0.0176556777710919
fries,score=0.0165216288854566
cinnamon,score=0.0165216288854566
season,score=0.0161450874143786
note,score=0.0153398284721563
candy,score=0.0149372609807534
coming,score=0.0147775568801709
martin,score=0.0147343183113609
series,score=0.0147343183113609
breath,score=0.014544366748438
date,score=0.0138731603922475
placement,score=0.0136188692274952
pets,score=0.0136188692274952
#football,score=0.0136188692274952
ace,score=0.0136188692274952
18th,score=0.0136188692274952
african,score=0.0123022133427484
promised,score=0.0123022133427484
ability,score=0.0123022133427484
highlight,score=0.0115506161634362
letting,score=0.0114105503322665
finding,score=0.0107841041810953
awhile,score=0.0100022287573068
15,score=0.00978626269399146
screaming,score=0.00973810937381068
blue,score=0.00936535366943855
mason,score=0.00879958279154639
flew,score=0.00879958279154639
ours,score=0.00879958279154639
spree,score=0.00879958279154639
discussing,score=0.00879958279154639
fri,score=0.00879958279154639
killers,score=0.00879958279154639
psych,score=0.00879958279154639
atlanta,score=0.00879958279154639
laid,score=0.00879958279154639
papers,score=0.00879958279154639
showered,score=0.00879958279154639
till,score=0.00854740778075346
faces,score=0.00639862125400807
24,score=0.00623876192987266
finishing,score=0.00615057461996944
ghost,score=0.00584537089411481
therefore,score=0.00584537089411481
films,score=0.00546068152603162
survived,score=0.00496080648438051
quotes,score=0.00496080648438051
toy,score=0.00428490243701969
safe,score=0.00356853337399379
wallflower,score=0.00332011702692067
monsters,score=0.00332011702692067
frame,score=0.00332011702692067
romantic,score=0.00332011702692067
signing,score=0.00332011702692067
pulls,score=0.00332011702692067
100,score=0.00332011702692067
dvd,score=0.00332011702692067
sweets,score=0.00332011702692067
apart,score=0.00255792186807034
doctor,score=0.00203518270300412
grad,score=0.00113671004597709
1000,score=0.00113671004597709
