#westbank,score=1.95195360556393
#apprehension,score=1.95195360556393
#su4mh,score=1.95195360556393
close,score=0.16153912645121
auntie,score=0.160194136335877
_&lt,score=0.160194136335877
swings,score=0.160194136335877
zombies,score=0.160194136335877
hats,score=0.160194136335877
sink,score=0.160194136335877
hardest,score=0.160194136335877
chapters,score=0.160194136335877
30pm,score=0.160194136335877
lamb,score=0.160194136335877
bothering,score=0.160194136335877
rising,score=0.160194136335877
resume,score=0.160194136335877
purchased,score=0.160194136335877
nanny,score=0.160194136335877
downside,score=0.160194136335877
succeed,score=0.160194136335877
vip,score=0.160194136335877
trail,score=0.160194136335877
darren,score=0.160194136335877
illinois,score=0.160194136335877
der,score=0.160194136335877
kong,score=0.160194136335877
rabbit,score=0.160194136335877
saturday,score=0.160194136335877
#bad,score=0.160194136335877
costumes,score=0.160194136335877
deny,score=0.160194136335877
generally,score=0.160194136335877
stock,score=0.160194136335877
overnight,score=0.160194136335877
edit,score=0.160194136335877
material,score=0.160194136335877
comin,score=0.160194136335877
loosing,score=0.160194136335877
stalker,score=0.160194136335877
eternity,score=0.160194136335877
keen,score=0.160194136335877
dash,score=0.160194136335877
normally,score=0.160194136335877
encouraging,score=0.160194136335877
guna,score=0.160194136335877
arizona,score=0.160194136335877
erase,score=0.160194136335877
#nyc,score=0.160194136335877
#late,score=0.160194136335877
#intense,score=0.160194136335877
automatic,score=0.160194136335877
lsu,score=0.160194136335877
tn,score=0.160194136335877
47,score=0.160194136335877
sides,score=0.160194136335877
jumps,score=0.160194136335877
wats,score=0.160194136335877
requests,score=0.160194136335877
works,score=0.158892899977905
asleep,score=0.157944416601862
forget,score=0.15776989272437
havent,score=0.157552126873038
alone,score=0.157410945004085
sure,score=0.156938571876111
cannot,score=0.156336850936119
can,score=0.156123179855855
attempt,score=0.155575190479582
blind,score=0.154832193194492
hold,score=0.154541210033089
hasn,score=0.15431176643281
studio,score=0.154259400816062
hit,score=0.153848571345595
quiz,score=0.153549593617208
catch,score=0.153126969112784
teachers,score=0.152472090241967
which,score=0.152320079904971
sigh,score=0.152288956828764
bank,score=0.152288956828764
cops,score=0.151895333521182
ache,score=0.151460456367122
happen,score=0.151095866456615
realized,score=0.150715392381333
performing,score=0.150437961390512
flies,score=0.150437961390512
solid,score=0.149144300149292
muslim,score=0.148359678688874
prolly,score=0.147455110558447
hasnt,score=0.147455110558447
falling,score=0.147455110558447
target,score=0.146948909585856
trouble,score=0.146400814203541
motion,score=0.146400814203541
^_^,score=0.146400814203541
#problems,score=0.146400814203541
century,score=0.146400814203541
baby,score=0.146213179340433
places,score=0.146109396454138
local,score=0.14600950134392
flash,score=0.145805398883777
help,score=0.145252556337678
dragon,score=0.145156258971336
27,score=0.143664834384666
pleased,score=0.143664834384666
bracelet,score=0.143664834384666
upper,score=0.143664834384666
drunken,score=0.143664834384666
based,score=0.143664834384666
forgetting,score=0.143244578022104
de,score=0.142618991514369
nights,score=0.142336518935871
vegas,score=0.14184499766768
audio,score=0.14184499766768
#hatethis,score=0.14184499766768
pakistan,score=0.14184499766768
answers,score=0.14184499766768
wake,score=0.14174342842276
ride,score=0.13978526470467
dun,score=0.139574849133141
corporate,score=0.139574849133141
guns,score=0.139574849133141
kettle,score=0.139574849133141
choke,score=0.139574849133141
#movies,score=0.139574849133141
returned,score=0.139574849133141
taxi,score=0.138687931114913
enough,score=0.138246022060638
need,score=0.138215229617102
saved,score=0.138215229617102
modern,score=0.138215229617102
blonde,score=0.137465885258321
delivery,score=0.137309842502289
101,score=0.136663638925683
climbing,score=0.136663638925683
statistics,score=0.136663638925683
connor,score=0.136663638925683
tad,score=0.136663638925683
advanced,score=0.136663638925683
dignity,score=0.136663638925683
dd,score=0.136663638925683
scratched,score=0.136663638925683
hamster,score=0.136663638925683
require,score=0.136663638925683
minutes,score=0.13532855825169
32,score=0.134876328351587
plug,score=0.134876328351587
pregnancy,score=0.134876328351587
russian,score=0.134876328351587
lost,score=0.133767007300715
six,score=0.133423895271272
govt,score=0.132795162147763
trading,score=0.132795162147763
#imissyou,score=0.132795162147763
poorly,score=0.132795162147763
conservative,score=0.132795162147763
carl,score=0.132795162147763
technical,score=0.132795162147763
penguins,score=0.132795162147763
butts,score=0.132795162147763
heroes,score=0.132795162147763
monitor,score=0.132795162147763
marking,score=0.132795162147763
finest,score=0.132795162147763
\\,score=0.132795162147763
joining,score=0.132795162147763
des,score=0.132795162147763
eleven,score=0.132795162147763
aches,score=0.132795162147763
chap,score=0.132795162147763
whites,score=0.132795162147763
#netflix,score=0.132795162147763
cal,score=0.132795162147763
shoots,score=0.132795162147763
f*ck,score=0.132795162147763
wear,score=0.132562197673791
bugs,score=0.131620763891821
statement,score=0.131620763891821
dropped,score=0.130945707209645
repeat,score=0.130635334094332
liquor,score=0.130341173186196
fitting,score=0.130341173186196
op,score=0.130341173186196
big,score=0.128020542769663
solution,score=0.127404313512886
buy,score=0.127404313512886
recall,score=0.127404313512886
#needsleep,score=0.127404313512886
incident,score=0.127404313512886
break,score=0.126706666106581
folks,score=0.126292584660196
gosh,score=0.125390214141185
here,score=0.125310934344528
injury,score=0.125102816524607
available,score=0.125102816524607
ll,score=0.124070305405269
era,score=0.123826492165002
four,score=0.123826492165002
75,score=0.123826492165002
#embarrassing,score=0.123826492165002
#depressed,score=0.122711043081136
open,score=0.122671697012787
weekend,score=0.122503291256697
a&amp,score=0.12245380835303
31,score=0.12245380835303
host,score=0.12245380835303
contact,score=0.121112786293406
myself,score=0.120789672175501
legit,score=0.12075240428458
choice,score=0.120584998240831
tour,score=0.120127143738991
decide,score=0.119802341865277
anytime,score=0.119372141815622
cape,score=0.119372141815622
beg,score=0.119372141815622
directions,score=0.119372141815622
analysis,score=0.119372141815622
enemies,score=0.119372141815622
familiar,score=0.119372141815622
buck,score=0.119372141815622
scott,score=0.119372141815622
zone,score=0.117891756645188
#to,score=0.117634521917081
crime,score=0.117269091618843
12,score=0.117000527094602
request,score=0.116709024396138
birth,score=0.115742373765043
tail,score=0.115742373765043
financial,score=0.115742373765043
vibes,score=0.115742373765043
car,score=0.115688896399325
chopped,score=0.113674120700984
revenge,score=0.113674120700984
agent,score=0.113674120700984
ka,score=0.113674120700984
russell,score=0.113674120700984
cupboard,score=0.113674120700984
returns,score=0.113674120700984
guidance,score=0.113674120700984
belfast,score=0.113674120700984
rule,score=0.113674120700984
ethics,score=0.113674120700984
officer,score=0.113674120700984
#writing,score=0.113674120700984
primary,score=0.113674120700984
coming,score=0.113593815541334
currently,score=0.111992034517999
mummy,score=0.111403972166445
hire,score=0.111403972166445
guilty,score=0.111403972166445
50%,score=0.111403972166445
#obsessed,score=0.111403972166445
crashes,score=0.111403972166445
hearts,score=0.111034900377793
wheel,score=0.110714079072507
seven,score=0.110714079072507
will,score=0.11049031289777
hrs,score=0.107550402850455
card,score=0.107034768055781
stretch,score=0.106126915065601
pressed,score=0.106126915065601
#cant,score=0.106126915065601
definately,score=0.106126915065601
regrets,score=0.106126915065601
notification,score=0.106126915065601
engaged,score=0.106126915065601
wifey,score=0.106126915065601
records,score=0.106126915065601
endless,score=0.106126915065601
par,score=0.106126915065601
savings,score=0.106126915065601
teenage,score=0.106126915065601
reference,score=0.106126915065601
squeeze,score=0.106126915065601
tee,score=0.106126915065601
#dedication,score=0.106126915065601
dreadful,score=0.106126915065601
advisor,score=0.106126915065601
literature,score=0.106126915065601
lent,score=0.106126915065601
iv,score=0.106126915065601
complex,score=0.106126915065601
compete,score=0.106126915065601
tin,score=0.106126915065601
freezer,score=0.106126915065601
dr,score=0.105074837114797
cars,score=0.105007720768586
comes,score=0.104363387554441
second,score=0.104340060729291
tie,score=0.10431367794142
6th,score=0.103841199784745
rolling,score=0.103841199784745
pushing,score=0.103498792659332
realizing,score=0.103207204962266
#np,score=0.103035722495928
physics,score=0.103035722495928
event,score=0.102624284514399
teaching,score=0.102086505528596
golf,score=0.101925228211901
ughh,score=0.101925228211901
awkward,score=0.101532223687291
japanese,score=0.101353636312944
stations,score=0.101353636312944
drawing,score=0.101353636312944
sleeve,score=0.101353636312944
memory,score=0.100602039133631
may,score=0.0998848028532328
whyyyy,score=0.099569514519442
sim,score=0.099569514519442
hardcore,score=0.099569514519442
paycheck,score=0.099569514519442
hav,score=0.099569514519442
washing,score=0.099569514519442
carry,score=0.099569514519442
out,score=0.0995388617691216
busy,score=0.0991064443560388
ko,score=0.0986362433364435
30am,score=0.0986362433364435
situation,score=0.0980623552288707
genuinely,score=0.0980623552288707
adding,score=0.0980623552288707
#shock,score=0.0980623552288707
matthew,score=0.0980623552288707
lines,score=0.097673779354543
five,score=0.0970152347143454
latest,score=0.0970152347143454
get,score=0.0957613737516274
tab,score=0.0956556151983057
retainer,score=0.0956556151983057
island,score=0.0956556151983057
separate,score=0.0956556151983057
wolf,score=0.0956556151983057
#evil,score=0.0956556151983057
thirty,score=0.0956556151983057
wah,score=0.0956556151983057
mind,score=0.0950180633756263
north,score=0.0949909425251148
ticket,score=0.0946795292252502
marks,score=0.0944988770704821
ideal,score=0.0930548334982484
def,score=0.0926359853245857
hopes,score=0.0923715399971158
6am,score=0.0923715399971158
aid,score=0.0912012648489254
slides,score=0.0912012648489254
newcastle,score=0.0912012648489254
houses,score=0.0912012648489254
bonfire,score=0.0912012648489254
remains,score=0.0912012648489254
9pm,score=0.0912012648489254
nhs,score=0.0912012648489254
8pm,score=0.0912012648489254
freedom,score=0.0912012648489254
claire,score=0.0912012648489254
bailey,score=0.0912012648489254
10x,score=0.0912012648489254
guilt,score=0.0912012648489254
grabbed,score=0.0912012648489254
#fml,score=0.0906963418389554
shoot,score=0.0906008445366817
hour,score=0.0903682785450335
hide,score=0.0899898776626283
#irritated,score=0.0898133395740774
trial,score=0.0898133395740774
wonder,score=0.0891200986451009
foreign,score=0.088735172353732
squad,score=0.088735172353732
playoffs,score=0.088735172353732
finance,score=0.088735172353732
responsibility,score=0.088735172353732
hangover,score=0.0881408186958193
#pray,score=0.0871690013209869
packet,score=0.0871690013209869
server,score=0.0871690013209869
remembering,score=0.0871690013209869
mo,score=0.0871690013209869
pep,score=0.0871690013209869
photography,score=0.0871690013209869
skirt,score=0.086086164182155
nurse,score=0.086086164182155
cried,score=0.0857958462820175
laws,score=0.0852928281627591
#mylife,score=0.0852928281627591
finale,score=0.0849707150982894
wat,score=0.0844340904543414
winter,score=0.0840704408630761
changes,score=0.0831143937929976
corner,score=0.0831143937929976
looked,score=0.0829024620342303
taking,score=0.0820710197391501
longer,score=0.0812203758512455
15,score=0.0811381085647855
joseph,score=0.0801514286623404
recipe,score=0.0801514286623404
bingo,score=0.0801514286623404
create,score=0.0801514286623404
sh*t,score=0.0801514286623404
colder,score=0.0801514286623404
fighter,score=0.0801514286623404
joking,score=0.0801514286623404
#emotional,score=0.0801514286623404
yous,score=0.0801514286623404
rumours,score=0.0801514286623404
#tooearly,score=0.0801514286623404
yess,score=0.0801514286623404
lime,score=0.0801514286623404
comfort,score=0.0801514286623404
remotely,score=0.0801514286623404
madness,score=0.0801514286623404
define,score=0.0801514286623404
11pm,score=0.0801514286623404
inch,score=0.0801514286623404
robot,score=0.0801514286623404
storage,score=0.0801514286623404
redskins,score=0.0801514286623404
flakes,score=0.0801514286623404
coward,score=0.0801514286623404
hoarders,score=0.0801514286623404
se,score=0.0801514286623404
nc,score=0.0801514286623404
figure,score=0.0801514286623404
scale,score=0.0801514286623404
include,score=0.0801514286623404
babysitting,score=0.0801514286623404
#miserable,score=0.0801514286623404
dealing,score=0.0801514286623404
perspective,score=0.0801514286623404
absent,score=0.0801514286623404
feelings,score=0.0794709250634358
sunday,score=0.0792970928564249
leave,score=0.0788357626516766
getting,score=0.0785216489737124
everything,score=0.0783696380858159
officially,score=0.0783069768636927
walmart,score=0.0778231389027493
volleyball,score=0.0776731126478733
sleeping,score=0.0769365660970592
sending,score=0.0768125273968257
cruise,score=0.0761110191253354
updates,score=0.0761110191253354
reminder,score=0.0750363279955701
shop,score=0.0737616305635695
whats,score=0.0736536800048205
#no,score=0.0734847373041511
string,score=0.0731827593462472
shake,score=0.0731827593462472
1000,score=0.0724885559167713
designed,score=0.0716407389944319
movement,score=0.0716407389944319
stream,score=0.0716407389944319
either,score=0.0705299363253694
massive,score=0.0695972409836503
post,score=0.0695568622309444
cans,score=0.0692223581301502
patriots,score=0.0692223581301502
defensive,score=0.0692223581301502
burst,score=0.0692223581301502
elizabeth,score=0.0692223581301502
muscle,score=0.0692223581301502
relevant,score=0.0692223581301502
settle,score=0.0692223581301502
liberal,score=0.0692223581301502
spin,score=0.0692223581301502
brb,score=0.0692223581301502
boxes,score=0.0692223581301502
opens,score=0.0692223581301502
two,score=0.0690226310897739
feel,score=0.0688257929891296
any,score=0.0682983502550514
fellow,score=0.0680788474280713
rarely,score=0.0674124028849106
#strength,score=0.0674124028849106
knees,score=0.0674124028849106
festival,score=0.0674124028849106
virus,score=0.0674124028849106
appearance,score=0.0674124028849106
eyes,score=0.0669522095956111
dallas,score=0.0666680783250535
10,score=0.0650504705607436
exchange,score=0.0648839565315521
affected,score=0.0648839565315521
debating,score=0.0648839565315521
nowhere,score=0.0648839565315521
groups,score=0.0648839565315521
hollywood,score=0.0648839565315521
stabbed,score=0.0648839565315521
worse,score=0.0636279379448259
manchester,score=0.0635673006468053
aware,score=0.0635673006468053
score,score=0.0633443103459593
see,score=0.0633254568283637
stats,score=0.0632018703485672
1am,score=0.0625556667719609
th,score=0.0625556667719609
office,score=0.0623618870988422
michigan,score=0.0620021101566632
garden,score=0.0620021101566632
sweat,score=0.0617540635226244
tiny,score=0.0617540635226244
general,score=0.0617540635226244
30,score=0.0615980207665926
stage,score=0.0614592956501878
turkey,score=0.0611032336916459
sticky,score=0.0611032336916459
wee,score=0.0611032336916459
underneath,score=0.0611032336916459
#movie,score=0.0611032336916459
scrolling,score=0.0611032336916459
korean,score=0.0611032336916459
winners,score=0.0611032336916459
selection,score=0.0611032336916459
normal,score=0.0608959153535965
microwave,score=0.0593894372139113
sweats,score=0.0593894372139113
menu,score=0.0593894372139113
reminded,score=0.0588416420755895
goodness,score=0.0586871899940405
towel,score=0.0584114420259346
sleeps,score=0.0584114420259346
centre,score=0.057336750896169
reality,score=0.057336750896169
tip,score=0.056758549087635
am,score=0.0567547235841509
sold,score=0.0561502765627975
knock,score=0.05605387708328
#bored,score=0.0557268766552656
onesie,score=0.0548336206780506
#broke,score=0.0548336206780506
#zombies,score=0.0548336206780506
outrageous,score=0.0548336206780506
rogers,score=0.0548336206780506
russia,score=0.0548336206780506
lane,score=0.0548336206780506
suggest,score=0.0548336206780506
install,score=0.0548336206780506
basement,score=0.0548336206780506
admin,score=0.0548336206780506
horrid,score=0.0548336206780506
creek,score=0.0548336206780506
shakes,score=0.0548336206780506
tore,score=0.0548336206780506
umbrella,score=0.0548336206780506
criticism,score=0.0548336206780506
dive,score=0.0548336206780506
10th,score=0.0548336206780506
guide,score=0.0548336206780506
scroll,score=0.0548336206780506
meh,score=0.0548336206780506
tapping,score=0.0548336206780506
#youtube,score=0.0548336206780506
yung,score=0.0548336206780506
call,score=0.0534552607079293
for,score=0.0531119526947725
press,score=0.0528356180153775
4th,score=0.0519805516956442
tonight,score=0.0512364944972011
appreciated,score=0.0509948443708849
fourth,score=0.0509948443708849
born,score=0.0503792703286702
constantly,score=0.050349308230722
3rd,score=0.0501277296406379
alive,score=0.0500505572374511
ng,score=0.0498460791670115
behaviour,score=0.0498460791670115
waking,score=0.0496116766968988
il,score=0.0489685012256524
game,score=0.0485244514847858
psych,score=0.0484027303477602
geography,score=0.0477161529091866
ticking,score=0.0477161529091866
ford,score=0.0477161529091866
2011,score=0.0477161529091866
garlic,score=0.0477161529091866
platform,score=0.0477161529091866
noooo,score=0.0477161529091866
southampton,score=0.0477161529091866
freeze,score=0.0477161529091866
#fuckthis,score=0.0477161529091866
trousers,score=0.0477161529091866
ugh,score=0.0472760443419713
buying,score=0.0470514802359957
min,score=0.046777919845834
downtown,score=0.0465348178633554
screwed,score=0.0462498769866591
naughty,score=0.0457837851581328
shot,score=0.0453138603374547
seemed,score=0.0448832898248826
belly,score=0.0445921266258537
or,score=0.0445388092166406
headed,score=0.0437837844914657
lessons,score=0.0437837844914657
remember,score=0.043606558084267
dear,score=0.0434404368486076
scene,score=0.0433612195158139
bonus,score=0.0424111006794934
apologies,score=0.0424111006794934
logic,score=0.0424111006794934
flip,score=0.0424111006794934
needa,score=0.0424111006794934
three,score=0.0424111006794934
hardly,score=0.0424111006794934
ink,score=0.0424111006794934
otherwise,score=0.0424111006794934
finds,score=0.0424111006794934
solo,score=0.0424111006794934
pause,score=0.0424111006794934
lead,score=0.0416555282974956
17,score=0.04158839392803
patient,score=0.0406489856860941
snowing,score=0.0402348212568979
go,score=0.0398260066073885
bump,score=0.0395661485472622
diary,score=0.0395661485472622
power,score=0.0392083027749698
long,score=0.0387415727784066
camera,score=0.0387142387981672
hairs,score=0.0383043187268401
milk,score=0.0383043187268401
information,score=0.0383043187268401
horrendous,score=0.0383043187268401
shuts,score=0.0383043187268401
mercy,score=0.0371340435786496
bedtime,score=0.0371340435786496
growing,score=0.0365801803687002
count,score=0.0365801803687002
president,score=0.0365801803687002
item,score=0.035030993381871
misses,score=0.035030993381871
thumb,score=0.035030993381871
novel,score=0.035030993381871
sophomore,score=0.035030993381871
standing,score=0.0345059211723801
cowboys,score=0.0331944455745694
havin,score=0.0331944455745694
nooo,score=0.0331944455745694
we,score=0.0324399879518733
choosing,score=0.032360764825992
abbey,score=0.032360764825992
zoo,score=0.032360764825992
former,score=0.032360764825992
be,score=0.0316831532335296
badly,score=0.0315767585137834
flooded,score=0.0301410080876792
programs,score=0.0301410080876792
oregon,score=0.0301410080876792
joel,score=0.0301410080876792
honors,score=0.0301410080876792
tools,score=0.0301410080876792
guaranteed,score=0.0301410080876792
warming,score=0.0301410080876792
logan,score=0.0301410080876792
gathering,score=0.0301410080876792
shud,score=0.0301410080876792
alright,score=0.0301410080876792
gud,score=0.0301410080876792
error,score=0.0301410080876792
72,score=0.0301410080876792
mas,score=0.0301410080876792
insanity,score=0.0301410080876792
requires,score=0.0301410080876792
1st,score=0.0297205750354485
swimming,score=0.0291658739294727
cooking,score=0.0285163123606771
lose,score=0.0285163123606771
mixtape,score=0.0282665932933288
speed,score=0.0279261677581262
supporters,score=0.0266627437113542
attend,score=0.0266627437113542
robbie,score=0.0266627437113542
raising,score=0.0266627437113542
judged,score=0.0266627437113542
totes,score=0.0266627437113542
site,score=0.0266627437113542
gurl,score=0.0266627437113542
sprint,score=0.0266627437113542
nyquil,score=0.0266627437113542
everywhere,score=0.0260842073920647
feels,score=0.0256815498468618
cure,score=0.0252748184365061
deal,score=0.025198971798372
key,score=0.0248527884661148
station,score=0.0247705955593164
legitimately,score=0.024061962011297
punishment,score=0.024061962011297
embarrassing,score=0.024061962011297
alabama,score=0.024061962011297
snowy,score=0.024061962011297
defense,score=0.0229930148223918
third,score=0.0227942669334339
education,score=0.0220437978550598
soldiers,score=0.0220437978550598
cum,score=0.0220437978550598
moved,score=0.0220437978550598
mama,score=0.0216079730497301
bought,score=0.0211952615292208
traffic,score=0.0209970061756768
noises,score=0.0209320690023692
relate,score=0.0204321939607182
emma,score=0.0204321939607182
bites,score=0.0204321939607182
loads,score=0.0204321939607182
household,score=0.0204321939607182
bday,score=0.0195268068459057
keeping,score=0.0194664768407594
13,score=0.0193179877173147
active,score=0.0191155380759714
hidden,score=0.0191155380759714
crew,score=0.0191155380759714
hear,score=0.0186974039131434
down,score=0.0183175124081303
valley,score=0.0180196475553342
pleasant,score=0.0180196475553342
swim,score=0.0180196475553342
project,score=0.0175378359343537
weekends,score=0.0175378359343537
belt,score=0.0170932926952035
#blah,score=0.0170932926952035
sesh,score=0.0170932926952035
permission,score=0.0170932926952035
want,score=0.016357911824978
thought,score=0.016330101218894
collection,score=0.0162999566758076
economics,score=0.0162999566758076
#motivation,score=0.0162999566758076
driver,score=0.0159445274913301
tend,score=0.0156129075247692
machine,score=0.0156129075247692
#hope,score=0.0148282860643513
unless,score=0.0146518310452187
possible,score=0.0145662353706013
holidays,score=0.0134600541636682
bio,score=0.0130940145052853
news,score=0.0126843220875135
form,score=0.0118914263910417
likely,score=0.0115531123195882
sa,score=0.0115531123195882
holding,score=0.0114488750755266
last,score=0.0110685927112916
round,score=0.0105649412274644
couldn,score=0.00969442807049946
home,score=0.00939224892205038
exciting,score=0.00896316661195342
booth,score=0.00604345650861859
spilt,score=0.00604345650861859
jet,score=0.00604345650861859
kingdom,score=0.00604345650861859
cooper,score=0.00604345650861859
hr,score=0.00604345650861859
1pm,score=0.00604345650861859
dish,score=0.00604345650861859
chipped,score=0.00604345650861859
#bestfriend,score=0.00604345650861859
hahahahahaha,score=0.00604345650861859
main,score=0.00604345650861859
stat,score=0.00604345650861859
shampoo,score=0.00604345650861859
ta,score=0.00604345650861859
thingy,score=0.00604345650861859
citizens,score=0.00604345650861859
understands,score=0.00604345650861859
slim,score=0.00604345650861859
tshirt,score=0.00604345650861859
cups,score=0.00604345650861859
nan,score=0.00604345650861859
geez,score=0.00604345650861859
2k,score=0.00604345650861859
parked,score=0.00604345650861859
toby,score=0.00604345650861859
clubs,score=0.00604345650861859
uhh,score=0.00604345650861859
consecutive,score=0.00604345650861859
graduated,score=0.00604345650861859
addict,score=0.00604345650861859
detroit,score=0.00604345650861859
doe,score=0.00604345650861859
#in,score=0.00604345650861859
product,score=0.00604345650861859
entry,score=0.00604345650861859
#wah,score=0.00604345650861859
spain,score=0.00604345650861859
weakness,score=0.00604345650861859
abandoned,score=0.00604345650861859
annual,score=0.00604345650861859
challenge,score=0.00604345650861859
candle,score=0.00604345650861859
trainer,score=0.00604345650861859
monkey,score=0.00604345650861859
#lfc,score=0.00604345650861859
receive,score=0.00604345650861859
finishes,score=0.00604345650861859
bands,score=0.00604345650861859
surrounded,score=0.00604345650861859
bollocks,score=0.00604345650861859
production,score=0.00604345650861859
updated,score=0.00604345650861859
acid,score=0.00604345650861859
ny,score=0.00604345650861859
swap,score=0.00604345650861859
hostess,score=0.00604345650861859
sudden,score=0.00604345650861859
end,score=0.00519009278167862
online,score=0.00492800742475287
line,score=0.00399006769677656
ok,score=0.00191121922370802
turning,score=0.00118514735754227
death,score=0.00106088516415467
