#agitated,score=1.42991541495012
#roar,score=1.42991541495012
stain,score=0.373862740700805
#messedup,score=0.373862740700805
microphone,score=0.373862740700805
walker,score=0.373862740700805
#man,score=0.373862740700805
sized,score=0.373862740700805
fred,score=0.373862740700805
alerts,score=0.373862740700805
altogether,score=0.373862740700805
swearing,score=0.373862740700805
riley,score=0.373862740700805
indy,score=0.373862740700805
sheffield,score=0.373862740700805
wee,score=0.373525756704356
accounts,score=0.373100254960471
dick,score=0.372713183153819
buzzing,score=0.371308460895709
wenger,score=0.371308460895709
5am,score=0.370833965038645
bleed,score=0.370523839435291
comments,score=0.370523839435291
switched,score=0.370523839435291
bk,score=0.370523839435291
message,score=0.369475699787039
me&lt,score=0.369043454264856
bragging,score=0.369043454264856
anal,score=0.369043454264856
mandatory,score=0.369043454264856
keepin,score=0.369043454264856
managers,score=0.369043454264856
#badday,score=0.369043454264856
buckle,score=0.369043454264856
#jealous,score=0.369043454264856
consequences,score=0.369043454264856
crosses,score=0.369043454264856
strep,score=0.369043454264856
primark,score=0.369043454264856
selfie,score=0.369043454264856
#sorethroat,score=0.369043454264856
binder,score=0.369043454264856
transportation,score=0.369043454264856
anddd,score=0.369043454264856
sportscenter,score=0.369043454264856
thugs,score=0.369043454264856
itching,score=0.369043454264856
amazon,score=0.368004493132437
wake,score=0.36721362758778
crap,score=0.367177065184895
pushed,score=0.366089242367425
questions,score=0.365908655459485
invent,score=0.365204677957691
tattooed,score=0.365204677957691
spaces,score=0.365204677957691
#clueless,score=0.365204677957691
ditched,score=0.365204677957691
b+,score=0.365204677957691
flicking,score=0.365204677957691
shuttle,score=0.365204677957691
isu,score=0.365204677957691
cut,score=0.363691077526265
emojis,score=0.363563988500231
deaf,score=0.363563988500231
#confused,score=0.362555669786114
act,score=0.362474481184949
calls,score=0.362361523301982
transit,score=0.362074784948763
830,score=0.362074784948763
#igotoaschoolwhere,score=0.362074784948763
dmv,score=0.362074784948763
fence,score=0.362074784948763
showcase,score=0.362074784948763
bumped,score=0.362074784948763
pencil,score=0.362074784948763
#evil,score=0.362074784948763
colleague,score=0.362074784948763
#notcute,score=0.362074784948763
tasks,score=0.362074784948763
celebrities,score=0.360717011488303
tires,score=0.359474003248706
inn,score=0.359474003248706
stabbing,score=0.359474003248706
ment,score=0.359474003248706
files,score=0.359474003248706
childish,score=0.359474003248706
embarrass,score=0.359474003248706
girly,score=0.359474003248706
#thatmomentwhen,score=0.359474003248706
hell,score=0.358922833620409
dealing,score=0.358891082800839
impatient,score=0.358331798669929
stupidity,score=0.358331798669929
closed,score=0.358331798669929
download,score=0.358114383732666
wanting,score=0.357916774800099
lift,score=0.35727861268527
#damn,score=0.35727861268527
exhausted,score=0.356493375110568
tolerate,score=0.35540067786107
macbook,score=0.35540067786107
requires,score=0.35540067786107
#disappointed,score=0.354833623692204
donkey,score=0.353775982134068
mia,score=0.353775982134068
saturdays,score=0.353775982134068
stranded,score=0.353775982134068
timetable,score=0.353775982134068
blah,score=0.353403473282675
freeze,score=0.352356535479842
scratching,score=0.352356535479842
trousers,score=0.352356535479842
forgetting,score=0.352093895951083
mood,score=0.351583879334369
toss,score=0.351105753578189
apparent,score=0.351105753578189
replace,score=0.351105753578189
dunkin,score=0.351105753578189
owen,score=0.351105753578189
petty,score=0.351105753578189
lucy,score=0.351105753578189
#facebook,score=0.350534488209897
#wtf,score=0.350455558496766
broadcast,score=0.349995259294162
bite,score=0.349585171119459
locked,score=0.349192691032785
recorded,score=0.34900270338141
thick,score=0.348110244598391
pee,score=0.347970178767221
app,score=0.34792400751805
ear,score=0.347754731174015
closes,score=0.347303467628451
services,score=0.346570598412798
advert,score=0.345691863734109
server,score=0.345289368256749
wardrobe,score=0.345289368256749
ears,score=0.344862656067642
#xfactor,score=0.34472614661415
beaten,score=0.34472614661415
#notcool,score=0.344461210859521
effort,score=0.344332626572343
apologize,score=0.344206531117917
bust,score=0.341455497746027
hating,score=0.341253457135178
private,score=0.34101194040897
celeb,score=0.34087257729816
shops,score=0.34087257729816
stops,score=0.340737158515368
emotions,score=0.340737158515368
drive,score=0.340622858230812
yelled,score=0.340352961801927
instantly,score=0.339271295931186
&lt,score=0.338882258358874
dont,score=0.337583990357424
proper,score=0.336874171331465
pay,score=0.336444525782428
coal,score=0.331303126282009
paws,score=0.331303126282009
headphone,score=0.331303126282009
licence,score=0.331303126282009
puck,score=0.331303126282009
batting,score=0.331303126282009
viewers,score=0.331303126282009
nooooo,score=0.331303126282009
#tmi,score=0.331303126282009
#biggestpetpeeve,score=0.331303126282009
striking,score=0.331303126282009
reader,score=0.331303126282009
affecting,score=0.331303126282009
downer,score=0.331303126282009
obvi,score=0.331303126282009
tenner,score=0.331303126282009
hun,score=0.331303126282009
#pleasestop,score=0.331303126282009
serena,score=0.331303126282009
charming,score=0.331303126282009
rumours,score=0.331303126282009
thrown,score=0.331303126282009
correctly,score=0.331303126282009
ie,score=0.331303126282009
fck,score=0.331303126282009
compose,score=0.331303126282009
#uncomfortable,score=0.331303126282009
coworker,score=0.331303126282009
boro,score=0.331303126282009
jaws,score=0.331303126282009
fk,score=0.331303126282009
wld,score=0.331303126282009
angle,score=0.331303126282009
scooter,score=0.331303126282009
dvds,score=0.331303126282009
uggh,score=0.331303126282009
gail,score=0.331303126282009
floss,score=0.331303126282009
etiquette,score=0.331303126282009
leaning,score=0.331303126282009
gates,score=0.331303126282009
firing,score=0.331303126282009
donating,score=0.331303126282009
dependent,score=0.331303126282009
brats,score=0.331303126282009
sniffling,score=0.331303126282009
depending,score=0.331303126282009
ticks,score=0.331303126282009
dart,score=0.331303126282009
referee,score=0.331303126282009
mu,score=0.331303126282009
bumps,score=0.331303126282009
benefits,score=0.331303126282009
lag,score=0.331303126282009
disgraceful,score=0.331303126282009
sms,score=0.331303126282009
15am,score=0.331303126282009
#downtonabbey,score=0.331303126282009
scales,score=0.331303126282009
messenger,score=0.331303126282009
#getmeoutofhere,score=0.331303126282009
eva,score=0.331303126282009
functional,score=0.331303126282009
photographers,score=0.331303126282009
#geordieshore,score=0.331303126282009
biased,score=0.331303126282009
foreal,score=0.331303126282009
tumble,score=0.331303126282009
scrape,score=0.331303126282009
allllll,score=0.331303126282009
tension,score=0.331303126282009
assigned,score=0.331303126282009
harrison,score=0.331303126282009
jackets,score=0.331303126282009
favors,score=0.331303126282009
#inpain,score=0.331303126282009
#notworking,score=0.331303126282009
bop,score=0.331303126282009
negatives,score=0.331303126282009
dummy,score=0.331303126282009
pulp,score=0.331303126282009
snaps,score=0.331303126282009
misunderstood,score=0.331303126282009
suspended,score=0.331303126282009
curls,score=0.331303126282009
charges,score=0.331303126282009
slack,score=0.331303126282009
obvs,score=0.331303126282009
gd,score=0.331303126282009
$25,score=0.331303126282009
effed,score=0.331303126282009
slippers,score=0.331303126282009
boot,score=0.331303126282009
knee,score=0.331303126282009
#sadday,score=0.331303126282009
me&amp,score=0.331303126282009
forgiven,score=0.331303126282009
misfits,score=0.331303126282009
arrange,score=0.331303126282009
forbidden,score=0.331303126282009
pads,score=0.331303126282009
quickest,score=0.331303126282009
seemingly,score=0.331303126282009
subtitles,score=0.331303126282009
#mom,score=0.331303126282009
acct,score=0.331303126282009
wooow,score=0.331303126282009
intentionally,score=0.331303126282009
#hell,score=0.331303126282009
sidewalk,score=0.331303126282009
#greed,score=0.331303126282009
milwaukee,score=0.331303126282009
meee,score=0.331303126282009
stares,score=0.331303126282009
bruins,score=0.331303126282009
sumthin,score=0.331303126282009
ff,score=0.331303126282009
somedays,score=0.331303126282009
#hurts,score=0.331303126282009
minimum,score=0.331303126282009
refrain,score=0.331303126282009
#irony,score=0.331303126282009
macs,score=0.331303126282009
roaming,score=0.331303126282009
cambridge,score=0.331303126282009
9%,score=0.331303126282009
tipsy,score=0.331303126282009
$200,score=0.331303126282009
motor,score=0.331303126282009
chain,score=0.331303126282009
coward,score=0.331303126282009
jj,score=0.331303126282009
youd,score=0.331303126282009
tram,score=0.331303126282009
nu,score=0.331303126282009
gimme,score=0.331303126282009
bullets,score=0.331303126282009
acted,score=0.331303126282009
#fuckthat,score=0.331303126282009
payed,score=0.331303126282009
inbox,score=0.331303126282009
kent,score=0.331303126282009
happily,score=0.331303126282009
scroll,score=0.331303126282009
8am,score=0.331303126282009
forehead,score=0.331303126282009
wagon,score=0.331303126282009
#boo,score=0.331303126282009
galore,score=0.331303126282009
cj,score=0.331303126282009
olly,score=0.331303126282009
#spoilt,score=0.331303126282009
legged,score=0.331303126282009
thompson,score=0.331303126282009
evenings,score=0.331303126282009
hairdressers,score=0.331303126282009
courtesy,score=0.331303126282009
guilt,score=0.331303126282009
#omfg,score=0.331303126282009
barley,score=0.331303126282009
seriously,score=0.329777572973172
shout,score=0.328722479688518
sneeze,score=0.325472205971216
crappy,score=0.325260811826047
acts,score=0.325260811826047
sending,score=0.324614138131213
sleepy,score=0.323490586545216
face,score=0.323467630758061
ipod,score=0.323055656851992
feed,score=0.322212154580757
retweets,score=0.321546951336645
request,score=0.320607837165261
pc,score=0.319468668635007
insomnia,score=0.319033033690195
items,score=0.318057899531989
theirs,score=0.317509804149674
knocking,score=0.317509804149674
easily,score=0.316704326860857
anyways,score=0.316265248917469
liar,score=0.31555476931387
sleep,score=0.314658384215231
doesn,score=0.314217411660585
dislike,score=0.314135322659644
service,score=0.314135322659644
loudly,score=0.31391138357014
temperature,score=0.31391138357014
phone,score=0.313854876640178
#ill,score=0.312953987613813
hurting,score=0.312953987613813
ignores,score=0.312953987613813
rubbing,score=0.312953987613813
lock,score=0.312540849826486
when,score=0.312361116057409
joking,score=0.311885040424908
#disrespectful,score=0.311885040424908
needing,score=0.311885040424908
peed,score=0.311885040424908
vacuum,score=0.310683839079274
1pm,score=0.310683839079274
knife,score=0.309324219563234
maintenance,score=0.309324219563234
logged,score=0.309324219563234
borrow,score=0.309324219563234
glasses,score=0.308830270429951
channels,score=0.308574875204453
unless,score=0.307978453715601
tested,score=0.307772628871815
workouts,score=0.307772628871815
excuses,score=0.30598531829772
aids,score=0.30598531829772
razor,score=0.30598531829772
tore,score=0.30598531829772
upsets,score=0.30598531829772
tapping,score=0.30598531829772
phrase,score=0.30598531829772
#feelings,score=0.30598531829772
ask,score=0.305162013894966
tap,score=0.304985817964636
greg,score=0.303904152093895
riot,score=0.303904152093895
#its,score=0.303904152093895
sinus,score=0.303904152093895
bore,score=0.303904152093895
poorly,score=0.303904152093895
amp,score=0.303904152093895
loses,score=0.303904152093895
piece,score=0.30213174898173
machine,score=0.302032743981896
breaks,score=0.301744324040465
tate,score=0.301450163132328
hiring,score=0.301450163132328
outs,score=0.301450163132328
#dissapointed,score=0.301450163132328
specific,score=0.301450163132328
refuse,score=0.301450163132328
#go,score=0.301450163132328
hyper,score=0.301450163132328
whining,score=0.301450163132328
unlimited,score=0.301450163132328
ought,score=0.301450163132328
won,score=0.301274760436524
thinks,score=0.30099777678668
press,score=0.300905649097638
block,score=0.300531467615256
somebody,score=0.299781891972231
blow,score=0.298911630490774
crop,score=0.298513303459018
deprived,score=0.298513303459018
#dafuq,score=0.298513303459018
rly,score=0.298513303459018
penalties,score=0.298513303459018
yeahh,score=0.298513303459018
regularly,score=0.298513303459018
tempting,score=0.298513303459018
authority,score=0.298513303459018
werent,score=0.298513303459018
updates,score=0.298513303459018
barbie,score=0.298513303459018
sort,score=0.298513303459018
#wakeup,score=0.298513303459018
sunderland,score=0.298513303459018
newcastle,score=0.297401574606328
print,score=0.297170119912551
wanna,score=0.296951768176151
bash,score=0.29681695021084
button,score=0.296299552708676
automatically,score=0.295712181179307
problems,score=0.295348449286114
relieve,score=0.294935482111135
danielle,score=0.294935482111135
ora,score=0.294935482111135
adopted,score=0.294935482111135
wid,score=0.294935482111135
brits,score=0.294935482111135
rim,score=0.294935482111135
#bleh,score=0.294935482111135
registering,score=0.294935482111135
wanted,score=0.294935482111135
phoned,score=0.294935482111135
popularity,score=0.294935482111135
deposit,score=0.294935482111135
boyf,score=0.294935482111135
ipads,score=0.294935482111135
reduce,score=0.294935482111135
context,score=0.294935482111135
scumbags,score=0.294935482111135
#storyofmylife,score=0.294935482111135
recognise,score=0.294935482111135
spotify,score=0.294935482111135
apples,score=0.294935482111135
removing,score=0.294935482111135
select,score=0.294935482111135
#hurting,score=0.294935482111135
#madness,score=0.294935482111135
bags,score=0.294359611090325
does,score=0.294322549208096
un,score=0.29426185460166
#sleep,score=0.294124123040255
want,score=0.293732691492228
30am,score=0.29327573069277
yer,score=0.292836845454213
bruise,score=0.292836845454213
dies,score=0.292836845454213
#ouch,score=0.292387710032336
missed,score=0.292117347016349
3am,score=0.292082413128728
boyfriends,score=0.291183132492584
commercials,score=0.290975080895038
rumble,score=0.290481131761754
grounds,score=0.290481131761754
nandos,score=0.290481131761754
replaced,score=0.290481131761754
#4,score=0.290481131761754
98%,score=0.290481131761754
rained,score=0.290481131761754
shadows,score=0.290481131761754
tripped,score=0.290481131761754
irony,score=0.290481131761754
method,score=0.290481131761754
#suckstosuck,score=0.290481131761754
mma,score=0.290481131761754
ughhhh,score=0.290481131761754
blade,score=0.290481131761754
aldean,score=0.290481131761754
jury,score=0.290481131761754
rumors,score=0.290481131761754
layers,score=0.290481131761754
mistaken,score=0.290481131761754
commons,score=0.290481131761754
harbaugh,score=0.290481131761754
#cats,score=0.290481131761754
kebab,score=0.290481131761754
grove,score=0.290481131761754
30mins,score=0.290481131761754
coughs,score=0.290481131761754
use,score=0.290140474289545
someone,score=0.290090691954245
ugh,score=0.289903449535092
6am,score=0.289456016346509
utter,score=0.289456016346509
hundred,score=0.288743511863214
fight,score=0.288743511863214
fucked,score=0.288035146033494
#pain,score=0.287818014342271
elses,score=0.287818014342271
toddler,score=0.287818014342271
bites,score=0.286851363711176
apple,score=0.286519523655036
ages,score=0.285580876943914
undies,score=0.284783110647117
cheaters,score=0.284783110647117
steering,score=0.284783110647117
flo,score=0.284783110647117
personally,score=0.284783110647117
symbol,score=0.284783110647117
clueless,score=0.284783110647117
b&amp,score=0.284783110647117
#imacelebrity,score=0.284783110647117
rowdy,score=0.284783110647117
packs,score=0.284783110647117
cha,score=0.284783110647117
leak,score=0.284783110647117
#still,score=0.284783110647117
#driving,score=0.284783110647117
gif,score=0.284783110647117
#whoareyou,score=0.284783110647117
jill,score=0.284783110647117
$1,score=0.284783110647117
flaming,score=0.284783110647117
savage,score=0.284783110647117
backing,score=0.284783110647117
mortgage,score=0.284783110647117
#mess,score=0.284783110647117
bah,score=0.284783110647117
cbs,score=0.284783110647117
no1,score=0.284783110647117
stitches,score=0.284783110647117
unemployed,score=0.284783110647117
housemates,score=0.284783110647117
lt,score=0.284783110647117
space,score=0.283101024464132
checks,score=0.282512962112577
ditch,score=0.282512962112577
machines,score=0.282512962112577
#ignorant,score=0.282512962112577
mat,score=0.281292705707348
reasonable,score=0.281292705707348
attitude,score=0.281292705707348
scratch,score=0.281292705707348
doo,score=0.281292705707348
cameras,score=0.281292705707348
you&lt,score=0.281292705707348
youre,score=0.281002387807211
dvd,score=0.280872272655117
coughing,score=0.280530800908586
mouths,score=0.279631115737689
times,score=0.278392643139557
late,score=0.278284892834767
bc,score=0.278099090218545
playlists,score=0.277235905011734
sided,score=0.277235905011734
essex,score=0.277235905011734
snail,score=0.277235905011734
commented,score=0.277235905011734
virtue,score=0.277235905011734
rent,score=0.277235905011734
cardigan,score=0.277235905011734
logical,score=0.277235905011734
cloths,score=0.277235905011734
#disbelief,score=0.277235905011734
verses,score=0.277235905011734
$60,score=0.277235905011734
bracelets,score=0.277235905011734
simpsons,score=0.277235905011734
dortmund,score=0.277235905011734
#stressedout,score=0.277235905011734
scraping,score=0.277235905011734
cl,score=0.277235905011734
#disrespect,score=0.277235905011734
dealt,score=0.277235905011734
sponsored,score=0.277235905011734
thnx,score=0.277235905011734
mortal,score=0.277235905011734
compulsive,score=0.277235905011734
unstoppable,score=0.277235905011734
gyms,score=0.277235905011734
journals,score=0.277235905011734
ryt,score=0.277235905011734
removal,score=0.277235905011734
pressing,score=0.277235905011734
nikki,score=0.277235905011734
motha,score=0.277235905011734
theories,score=0.277235905011734
payments,score=0.277235905011734
melanie,score=0.277235905011734
vt,score=0.277235905011734
#teamnosleep,score=0.277235905011734
rounds,score=0.277235905011734
kaepernick,score=0.277235905011734
advil,score=0.277235905011734
throwing,score=0.276793720613638
point,score=0.276569904321116
order,score=0.276344242001252
head,score=0.275881735316944
burst,score=0.275422667887553
chuck,score=0.275422667887553
network,score=0.275422667887553
tweets,score=0.2753879414451
forced,score=0.274732774793615
broken,score=0.274495836041174
register,score=0.274144712442061
socks,score=0.274144712442061
equal,score=0.274144712442061
wrong,score=0.274038412015696
especially,score=0.273939731402089
bus,score=0.273863220533095
ticket,score=0.273570659613438
biting,score=0.273034218158034
luggage,score=0.272462626259076
zac,score=0.272462626259076
valid,score=0.272462626259076
shelter,score=0.272462626259076
labour,score=0.272462626259076
stations,score=0.272462626259076
yuh,score=0.272462626259076
pimples,score=0.272462626259076
supported,score=0.272462626259076
85,score=0.272462626259076
pins,score=0.272462626259076
11am,score=0.272462626259076
decency,score=0.272462626259076
website,score=0.272214209912003
bin,score=0.271134604815557
wheels,score=0.270678504465575
horribly,score=0.270678504465575
=/,score=0.270678504465575
twitters,score=0.270678504465575
course,score=0.27043646162281
eminem,score=0.269745233282576
#sleepy,score=0.269525766585766
sister,score=0.269171345175003
suck,score=0.269125881330118
eye,score=0.269039918981574
loads,score=0.268502225042979
contract,score=0.268502225042979
system,score=0.268202419914066
blasting,score=0.268124224660478
hitting,score=0.267354401681736
leave,score=0.266914856816271
#always,score=0.266764605144438
document,score=0.266764605144438
touches,score=0.266764605144438
#at,score=0.266764605144438
#despair,score=0.266764605144438
sorting,score=0.266764605144438
bombs,score=0.266764605144438
#guilt,score=0.266764605144438
snooze,score=0.266764605144438
yahoo,score=0.266764605144438
raising,score=0.266764605144438
offensive,score=0.266764605144438
tolerance,score=0.266764605144438
lens,score=0.266764605144438
shakes,score=0.266764605144438
peeing,score=0.266764605144438
spy,score=0.266764605144438
sayin,score=0.266764605144438
onto,score=0.265421421597971
them,score=0.265311599754031
aswell,score=0.264163823444381
loan,score=0.264163823444381
imma,score=0.26368293860703
multiple,score=0.263480529943248
whistle,score=0.263480529943248
snack,score=0.263480529943248
unhappy,score=0.262983882304532
#blah,score=0.262310254795058
rely,score=0.262310254795058
quitting,score=0.262310254795058
trainers,score=0.262310254795058
gangnam,score=0.261709834482814
hr,score=0.261709834482814
don,score=0.261600691411732
gloves,score=0.261344537675099
#notreally,score=0.261344537675099
mistake,score=0.261098867608761
nevermind,score=0.259844162299864
curb,score=0.259844162299864
streaming,score=0.259844162299864
teasing,score=0.259844162299864
languages,score=0.259844162299864
responsibility,score=0.259844162299864
#hockey,score=0.259844162299864
pairs,score=0.259844162299864
injury,score=0.259844162299864
diss,score=0.259844162299864
gots,score=0.259844162299864
haye,score=0.259844162299864
setup,score=0.259844162299864
tax,score=0.258543771999581
cap,score=0.25827799126712
halls,score=0.25827799126712
reese,score=0.257195154128288
manner,score=0.257195154128288
2k,score=0.257195154128288
car,score=0.256833097643522
lazy,score=0.256079705044422
train,score=0.256065370079292
selfies,score=0.255795573773864
crackers,score=0.255795573773864
backed,score=0.255795573773864
panda,score=0.255795573773864
cheers,score=0.255465049890505
assume,score=0.255317219304087
worse,score=0.255262163835689
sell,score=0.254930147497435
#iphone,score=0.254930147497435
caused,score=0.253594141954693
piercing,score=0.253594141954693
post,score=0.253404877954507
price,score=0.253341584812298
wen,score=0.253341584812298
they,score=0.253155842549342
cash,score=0.252831510840514
id,score=0.251260418608473
shin,score=0.251260418608473
sting,score=0.251260418608473
indie,score=0.251260418608473
recovering,score=0.251260418608473
listens,score=0.251260418608473
communicate,score=0.251260418608473
isnt,score=0.251260418608473
organise,score=0.251260418608473
#creep,score=0.251260418608473
junction,score=0.251260418608473
registered,score=0.251260418608473
#mind,score=0.251260418608473
#effort,score=0.251260418608473
guna,score=0.251260418608473
sucker,score=0.251260418608473
karen,score=0.251260418608473
cram,score=0.251260418608473
ponytail,score=0.251260418608473
unbearable,score=0.251260418608473
#sadface,score=0.251260418608473
evan,score=0.251260418608473
dale,score=0.251260418608473
corey,score=0.251260418608473
unhealthy,score=0.251260418608473
#whore,score=0.251260418608473
#emotions,score=0.251260418608473
hotels,score=0.251260418608473
skank,score=0.251260418608473
insensitive,score=0.251260418608473
td,score=0.251260418608473
tractor,score=0.251260418608473
pill,score=0.251260418608473
lou,score=0.251260418608473
bumping,score=0.251260418608473
crisp,score=0.251260418608473
limits,score=0.251260418608473
smallest,score=0.251260418608473
motherfucker,score=0.251260418608473
fb,score=0.250849149838539
roommate,score=0.250287182521921
lied,score=0.250040162203244
pocket,score=0.249957486828057
takes,score=0.249362884832282
pushing,score=0.249289974621174
bank,score=0.249289974621174
tutor,score=0.247921517342958
every,score=0.247901406936828
hater,score=0.247220009071468
tits,score=0.246915734004462
#liar,score=0.246145317941703
length,score=0.246145317941703
bill,score=0.246145317941703
returned,score=0.246145317941703
backyard,score=0.246145317941703
lawn,score=0.246145317941703
#sorrynotsorry,score=0.245780952843848
lose,score=0.245766458304665
everytime,score=0.245228517510766
chill,score=0.244513996209618
55,score=0.24429174929238
throwback,score=0.24429174929238
purely,score=0.24429174929238
explained,score=0.24429174929238
saves,score=0.24429174929238
deck,score=0.24429174929238
hugo,score=0.24429174929238
rents,score=0.24429174929238
thief,score=0.24429174929238
slowest,score=0.24429174929238
apologise,score=0.24429174929238
gary,score=0.243334353336052
99,score=0.243334353336052
burned,score=0.243334353336052
useful,score=0.242749728940564
because,score=0.242561944328961
pieces,score=0.242251348666107
nerve,score=0.242071992554067
receiving,score=0.242071992554067
solve,score=0.242071992554067
dent,score=0.240331348076283
plain,score=0.240331348076283
mashed,score=0.240331348076283
tail,score=0.240331348076283
ch,score=0.240331348076283
defensive,score=0.240331348076283
warehouse,score=0.240331348076283
kylie,score=0.240331348076283
refer,score=0.240331348076283
tacky,score=0.240331348076283
#ohdear,score=0.240331348076283
nom,score=0.240331348076283
immaturity,score=0.240331348076283
imagining,score=0.240331348076283
agreement,score=0.240331348076283
grinding,score=0.240331348076283
demanding,score=0.240331348076283
comming,score=0.240331348076283
minging,score=0.240331348076283
gnna,score=0.240331348076283
cans,score=0.240331348076283
01,score=0.240331348076283
sprayed,score=0.240331348076283
#regrets,score=0.240331348076283
senseless,score=0.240331348076283
jacks,score=0.240331348076283
#dontcare,score=0.240331348076283
#hoe,score=0.240331348076283
itll,score=0.240331348076283
mega,score=0.240331348076283
clash,score=0.240331348076283
aberdeen,score=0.240331348076283
#dang,score=0.240331348076283
hives,score=0.240331348076283
#depressed,score=0.240331348076283
selves,score=0.240331348076283
murderer,score=0.240331348076283
commentators,score=0.240331348076283
makers,score=0.240331348076283
oldham,score=0.240331348076283
delivered,score=0.239365630956324
hunt,score=0.239187837374204
stepped,score=0.238929806150994
skip,score=0.238929806150994
bitches,score=0.23858500403936
cold,score=0.238326669823905
then,score=0.238311856240507
babysit,score=0.237777068271186
jealousy,score=0.237777068271186
uploading,score=0.237777068271186
disappear,score=0.237115911222308
allergic,score=0.237115911222308
#jokes,score=0.235992946477685
blend,score=0.235992946477685
continued,score=0.235992946477685
converse,score=0.235992946477685
passwords,score=0.235992946477685
dint,score=0.235992946477685
possession,score=0.235992946477685
#want,score=0.235992946477685
sweaters,score=0.235992946477685
kardashians,score=0.235992946477685
reckless,score=0.235992946477685
#imaceleb,score=0.235992946477685
cliff,score=0.235075094187456
unable,score=0.234676290592938
bashing,score=0.233664656718093
basis,score=0.233664656718093
locks,score=0.233664656718093
exploded,score=0.233664656718093
con,score=0.233664656718093
surface,score=0.233664656718093
rd,score=0.233664656718093
scissors,score=0.233664656718093
shoulder,score=0.233664656718093
150,score=0.233664656718093
stinking,score=0.233664656718093
tuesdays,score=0.233664656718093
sense,score=0.23263159877498
min,score=0.232485709213119
blood,score=0.232475531665806
flat,score=0.232212223637779
smfh,score=0.232212223637779
abit,score=0.232212223637779
sofa,score=0.232212223637779
que,score=0.232212223637779
facebook,score=0.231542014411677
crisps,score=0.231219667725027
companies,score=0.231219667725027
max,score=0.230832595918375
appointment,score=0.230498427160044
clip,score=0.230498427160044
atm,score=0.230207009410641
punk,score=0.229950632021722
ppl,score=0.228977514319337
comfortable,score=0.228763486965825
clock,score=0.228230941142195
fantasy,score=0.227867539033767
tell,score=0.227801100472802
shoot,score=0.227342190978606
above,score=0.227119773797198
brother,score=0.226835866601398
fanfic,score=0.225942610624183
bandwagon,score=0.225942610624183
organize,score=0.225942610624183
#gone,score=0.225942610624183
wolves,score=0.225942610624183
overdue,score=0.225942610624183
freeway,score=0.225942610624183
owning,score=0.225942610624183
goodluck,score=0.225942610624183
rib,score=0.225942610624183
#insecure,score=0.225942610624183
betting,score=0.225942610624183
presented,score=0.225942610624183
ooooo,score=0.225942610624183
comm,score=0.225942610624183
lloyd,score=0.225942610624183
intern,score=0.225942610624183
shifts,score=0.225942610624183
cbb,score=0.225942610624183
airs,score=0.225942610624183
hu,score=0.225942610624183
stockings,score=0.225942610624183
530,score=0.225942610624183
2/3,score=0.225942610624183
wth,score=0.225942610624183
ps4,score=0.225942610624183
ti,score=0.225942610624183
voters,score=0.225942610624183
housing,score=0.225942610624183
healthcare,score=0.225942610624183
shld,score=0.225942610624183
hudson,score=0.225942610624183
cmon,score=0.225942610624183
litre,score=0.225942610624183
onesie,score=0.225942610624183
#broke,score=0.225942610624183
thug,score=0.225942610624183
00am,score=0.225942610624183
wednesdays,score=0.225942610624183
slide,score=0.225942610624183
offline,score=0.225942610624183
#bummed,score=0.225942610624183
eyeballs,score=0.225942610624183
splits,score=0.225942610624183
portion,score=0.225942610624183
wellies,score=0.225942610624183
adopt,score=0.225942610624183
zoom,score=0.225942610624183
chalk,score=0.225942610624183
suggestions,score=0.225942610624183
sensation,score=0.225942610624183
housemate,score=0.225942610624183
denying,score=0.225942610624183
wwe,score=0.225942610624183
vicious,score=0.225942610624183
tp,score=0.225942610624183
alexis,score=0.225942610624183
hunters,score=0.225942610624183
breed,score=0.225942610624183
#people,score=0.225942610624183
grande,score=0.225942610624183
slaughter,score=0.225942610624183
summary,score=0.225942610624183
horoscopes,score=0.225942610624183
80s,score=0.225942610624183
wrestle,score=0.225942610624183
lily,score=0.225942610624183
cheeseburger,score=0.225942610624183
#insanity,score=0.225942610624183
mother,score=0.225661751192482
slut,score=0.224644751908583
hurts,score=0.224618983693675
rush,score=0.224535150856303
number,score=0.22452013527764
fighting,score=0.224405331305297
typing,score=0.22424913011785
treated,score=0.22381721131187
dye,score=0.223089541641777
fights,score=0.22282248328794
fall,score=0.222516349680097
paint,score=0.22250026643321
keyboard,score=0.22250026643321
factor,score=0.222103834317017
paid,score=0.221950589354646
explain,score=0.221869285236547
obviously,score=0.221714274514662
#sorry,score=0.221604209025585
saints,score=0.220955069113144
nw,score=0.220955069113144
blast,score=0.220955069113144
arrogant,score=0.220955069113144
sensitive,score=0.220955069113144
alllll,score=0.220077491171785
recording,score=0.220077491171785
soooooo,score=0.219511720293893
beat,score=0.219482043621239
passion,score=0.219385210078024
eyed,score=0.218825142855319
#cantsleep,score=0.217974440975006
sincerely,score=0.217974440975006
everywhere,score=0.217812484540933
understand,score=0.217358866932792
virgin,score=0.216892775104265
#phone,score=0.216892775104265
tutorial,score=0.216892775104265
holder,score=0.216892775104265
handing,score=0.216892775104265
#netflix,score=0.216892775104265
tactics,score=0.216892775104265
harm,score=0.216892775104265
#awk,score=0.216892775104265
eleven,score=0.216892775104265
pub,score=0.216233796497222
busted,score=0.215471310756888
wah,score=0.215471310756888
constant,score=0.215131694519968
talk,score=0.214830941078481
fit,score=0.214629599227184
